doi,title,year,journal,decision_Claude,exclusion_label,justification
10.1111/gcb.13798,PROTECTED AREAS OFFER REFUGE FROM INVASIVE SPECIES SPREADING UNDER CLIMATE CHANGE,2017,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.jglr.2018.07.007,GREAT LAKES COASTAL FISH HABITAT CLASSIFICATION AND ASSESSMENT,2018,JOURNAL OF GREAT LAKES RESEARCH,Include,,Modèle marin + gestion explicite
10.5670/oceanog.2014.92,DERIVED OCEAN FEATURES FOR DYNAMIC OCEAN MANAGEMENT,2014,OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsab128,TO BE OR NOT TO BE A TARGET: THAT IS THE QUESTION TO MANAGE MIXED FISHERIES,2021,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1038/s44183-025-00105-w,"MODELING COASTAL LAND USE SCENARIO IMPACTS ON ECOSYSTEM SERVICES RESTORATION IN SOUTHWEST GHANA, WEST AFRICA",2025,NPJ OCEAN SUSTAINABILITY,Include,,Modèle marin + gestion explicite
10.1371/journal.pone.0079330,MOVING INTO PROTECTED AREAS? SETTING CONSERVATION PRIORITIES FOR ROMANIAN REPTILES AND AMPHIBIANS AT RISK FROM CLIMATE CHANGE,2013,PLOS ONE,Include,,Modèle marin + gestion explicite
10.1016/j.jtbi.2015.07.028,MAXIMUM SUSTAINABLE YIELDS FROM A SPATIALLY-EXPLICIT HARVEST MODEL,2015,JOURNAL OF THEORETICAL BIOLOGY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1139/cjfas-2016-0200,SIMULATING FUTURE CLIMATE IMPACTS ON TROPICAL FISHERIES: ARE CONTEMPORARY SPATIAL FISHERY MANAGEMENT STRATEGIES SUFFICIENT?,2017,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Exclude,Not a model,Pas de modèle formel identifié
10.1111/fme.12629,ADDING TO THE MIX - CHALLENGES OF MIXED-FISHERIES MANAGEMENT IN THE NORTH SEA UNDER CLIMATE CHANGE AND TECHNICAL INTERACTIONS,2023,FISHERIES MANAGEMENT AND ECOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2018.12.028,COMPARTIVE NETWORK ANALYSES FOR NIGERIAN COASTAL WATERS USING TWO ECOPATH MODELS DEVELOPED FOR THE YEARS 1985 AND 2000,2019,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.3389/fmars.2022.933291,SETTING CONSERVATION PRIORITIES FOR MARINE SHARKS IN CHINA AND THE ASSOCIATION OF SOUTHEAST ASIAN NATIONS (ASEAN) SEAS: WHAT ARE THE BENEFITS OF A 30% CONSERVATION TARGET?,2022,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1002/rse2.70048,INCORPORATING ENVIRONMENTAL DNA METABARCODING FOR IMPROVED BENTHIC BIODIVERSITY AND HABITAT MAPPING,2026,REMOTE SENSING IN ECOLOGY AND CONSERVATION,Include,,Modèle marin + gestion explicite
10.1038/s41598-018-31881-w,SPATIAL SEPARATION OF CATCHES IN HIGHLY MIXED FISHERIES,2018,SCIENTIFIC REPORTS,Include,,Modèle marin + gestion explicite
10.1016/j.ecoser.2016.12.001,REPRINT: EXAMINING THE ECOSYSTEM SERVICE OF NUTRIENT REMOVAL IN A COASTAL WATERSHED,2016,ECOSYSTEM SERVICES,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fst061,POTENTIAL IMPACTS OF OCEAN ACIDIFICATION ON THE PUGET SOUND FOOD WEB,2013,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.7717/peerj.11972,THE MODELED DISTRIBUTION OF CORALS AND SPONGES SURROUNDING THE SALAS Y GOMEZ AND NAZCA RIDGES WITH IMPLICATIONS FOR HIGH SEAS CONSERVATION,2021,PEERJ,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2015.01.025,GLOBAL OVERVIEW OF THE APPLICATIONS OF THE ECOPATH WITH ECOSIM MODELING APPROACH USING THE ECOBASE MODELS REPOSITORY,2015,ECOLOGICAL MODELLING,Review/synthesis,,Revue de littérature
10.3354/meps13313,MODELING CETACEAN HABITAT USE IN AN URBAN COASTAL AREA IN SOUTHEASTERN BRAZIL,2020,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1007/s12526-019-01024-z,EFFECT OF FISHERIES AND BENTHIC HABITAT ON THE ECOLOGICAL AND FUNCTIONAL DIVERSITY OF FISH AT THE CAYOS COCHINOS CORAL REEFS (HONDURAS),2020,MARINE BIODIVERSITY,Exclude,Not a model,Pas de modèle formel identifié
10.1093/icesjms/fsz140,IDENTIFYING MAIN INTERACTIONS IN MARINE PREDATOR-PREY NETWORKS OF THE BAY OF BISCAY,2019,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1002/aqc.2318,"EFFECTS OF SEA-LEVEL RISE ON NORTHERN ELEPHANT SEAL BREEDING HABITAT AT POINT REYES PENINSULA, CALIFORNIA",2013,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,Include,,Modèle marin + gestion explicite
10.1111/1365-2664.14458,SMALL-SCALE HABITAT COMPLEXITY PRESERVES ECOSYSTEM SERVICES ON CORAL REEFS,2023,JOURNAL OF APPLIED ECOLOGY,Review/synthesis,,Revue de littérature
10.1016/j.jhazmat.2023.133404,THE INFLUENCE OF EMERGING ATMOSPHERIC ORGANOPHOSPHORUS FLAME RETARDANTS FROM LAND SOURCE EMISSIONS ON THE EAST CHINA SEA,2024,JOURNAL OF HAZARDOUS MATERIALS,Include,,Modèle marin + gestion explicite
10.1111/ddi.13400,DIMINISHING POTENTIAL FOR TROPICAL REEFS TO FUNCTION AS CORAL DIVERSITY STRONGHOLDS UNDER CLIMATE CHANGE CONDITIONS,2021,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.3354/meps09790,"ONTOGENETIC HABITAT ASSOCIATIONS OF A DEMERSAL FISH SPECIES, PAGRUS AURATUS, IDENTIFIED USING BOOSTED REGRESSION TREES",2012,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1007/s10640-010-9410-5,HOW TO GET THERE FROM HERE: ECOLOGICAL AND ECONOMIC DYNAMICS OF ECOSYSTEM SERVICE PROVISION,2011,ENVIRONMENTAL & RESOURCE ECONOMICS,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fst231,"THE ECOLOGICAL FOUNDATION FOR ECOSYSTEM-BASED MANAGEMENT OF FISHERIES: MECHANISTIC LINKAGES BETWEEN THE INDIVIDUAL-, POPULATION-, AND COMMUNITY-LEVEL DYNAMICS",2014,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1007/s12237-022-01134-1,TROPHODYNAMICS OF NEKTON ASSEMBLAGES AND RELATIONSHIPS WITH ESTUARINE HABITAT STRUCTURE ACROSS A SUBTROPICAL ESTUARY,2023,ESTUARIES AND COASTS,Include,,Modèle marin + gestion explicite
10.1029/2020GL090789,IMPACTS OF LARGE-SCALE SAHARA SOLAR FARMS ON GLOBAL CLIMATE AND VEGETATION COVER,2021,GEOPHYSICAL RESEARCH LETTERS,Include,,Modèle marin — inclus par règle du doute
10.1007/s00227-017-3094-0,SEASCAPE MODELING OF SOUTHERN GIANT PETRELS FROM PATAGONIA DURING DIFFERENT LIFE-CYCLES,2017,MARINE BIOLOGY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1093/icesjms/fsz246,INCORPORATING ENVIRONMENTAL FORCING IN DEVELOPING ECOSYSTEM-BASED FISHERIES MANAGEMENT STRATEGIES,2020,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3389/fmars.2020.00652,ECOSYSTEM-BASED HARVEST CONTROL RULES FOR NORWEGIAN AND US ECOSYSTEMS,2020,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2020.108987,EVALUATING SPATIO-TEMPORAL DYNAMICS OF MULTIPLE FISHERIES-TARGETED POPULATIONS SIMULTANEOUSLY: A CASE STUDY OF THE BOHAI SEA ECOSYSTEM IN CHINA,2020,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1016/j.ecolecon.2018.07.027,MAXIMUM ECONOMIC YIELD FISHERY MANAGEMENT IN THE FACE OF GLOBAL WARMING,2018,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1093/plankt/fbz042,REMEMBERING JOHN STEELE AND HIS MODELS FOR UNDERSTANDING THE STRUCTURE AND FUNCTION OF MARINE ECOSYSTEMS,2019,JOURNAL OF PLANKTON RESEARCH,Include,,Modèle marin + gestion explicite
10.1071/MF10286,USING SPECIES DISTRIBUTION MODELS TO INFER POTENTIAL CLIMATE CHANGE-INDUCED RANGE SHIFTS OF FRESHWATER FISH IN SOUTH-EASTERN AUSTRALIA,2011,MARINE AND FRESHWATER RESEARCH,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.marenvres.2021.105267,CLIMATE REFUGIA FOR KELP WITHIN AN OCEAN WARMING HOTSPOT REVEALED BY STACKED SPECIES DISTRIBUTION MODELLING,2021,MARINE ENVIRONMENTAL RESEARCH,Include,,Modèle marin + gestion explicite
10.1111/1365-2664.13468,"PROTECTING JUVENILES, SPAWNERS OR BOTH: A PRACTICAL STATISTICAL MODELLING APPROACH FOR THE DESIGN OF MARINE PROTECTED AREAS",2019,JOURNAL OF APPLIED ECOLOGY,Review/synthesis,,Revue de littérature
10.3989/scimar.04881.08A,"""CRASH LANDING"" OBLIGATION FOR MEDITERRANEAN MIXED FISHERIES: EVALUATION OF MANAGEMENT STRATEGIES USING BIOECONOMIC MODELLING IN THE AEGEAN SEA",2019,SCIENTIA MARINA,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2020.109133,IMPROVING CONFIDENCE IN COMPLEX ECOSYSTEM MODELS: THE SENSITIVITY ANALYSIS OF AN ATLANTIS ECOSYSTEM MODEL,2020,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1016/j.scitotenv.2020.137352,QUANTIFYING THE PRIMARY BIOTIC RESOURCE USE BY FISHERIES: A GLOBAL ASSESSMENT,2020,SCIENCE OF THE TOTAL ENVIRONMENT,Include,,Modèle marin + gestion explicite
10.1051/radiopro/2016050,INTEGRATION OF MARINE FOOD CHAIN MODEL POSEIDON IN JRODOS AND TESTING VERSUS FUKUSHIMA DATA,2016,RADIOPROTECTION,Include,,Modèle marin + gestion explicite
10.1080/24705357.2020.1856008,IDENTIFICATION OF EFFECTIVE HYDROPEAKING MITIGATION MEASURES: ARE HYDRAULIC HABITAT MODELS SUFFICIENT IN A GLOBAL APPROACH?,2021,JOURNAL OF ECOHYDRAULICS,Review/synthesis,,Revue de littérature
10.1016/j.ecolmodel.2018.08.014,MANGROVE INCREASES RESILIENCY OF THE FRENCH GUIANA SHRIMP FISHERY FACING GLOBAL WARMING,2018,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1007/s13280-018-1110-3,ECOLOGICAL AND FUNCTIONAL CONSEQUENCES OF COASTAL OCEAN ACIDIFICATION: PERSPECTIVES FROM THE BALTIC-SKAGERRAK SYSTEM,2019,AMBIO,Exclude,Not a model,Pas de modèle formel identifié
10.3389/fmars.2020.00124,ENSEMBLE PROJECTIONS OF FUTURE CLIMATE CHANGE IMPACTS ON THE EASTERN BERING SEA FOOD WEB USING A MULTISPECIES SIZE SPECTRUM MODEL,2020,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.fishres.2024.107257,MODELING THE SPATIAL DISTRIBUTION AND ABUNDANCE OF DEEP-WATER RED SHRIMPS IN THE MEDITERRANEAN SEA: A MACHINE LEARNING APPROACH,2025,FISHERIES RESEARCH,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsz165,INCLUSION OF JELLYFISH IN 30+YEARS OF ECOPATH WITH ECOSIM MODELS,2019,ICES JOURNAL OF MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1111/ddi.12702,HABITAT MODELLING OF TRACKING DATA FROM MULTIPLE MARINE PREDATORS IDENTIFIES IMPORTANT AREAS IN THE SOUTHERN INDIAN OCEAN,2018,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.3390/biology14111476,PREDICTING HABITAT SUITABILITY AND RANGE DYNAMICS OF THREE ECOLOGICALLY IMPORTANT FISH IN EAST ASIAN WATERS UNDER PROJECTED CLIMATE CHANGE,2025,BIOLOGY-BASEL,Include,,Modèle marin + gestion explicite
10.1016/j.ecoser.2016.06.007,EXAMINING THE ECOSYSTEM SERVICE OF NUTRIENT REMOVAL IN A COASTAL WATERSHED,2016,ECOSYSTEM SERVICES,Include,,Modèle marin + gestion explicite
10.1007/978-3-319-73795-9_8,"MARINE REFUGIA PAST, PRESENT, AND FUTURE: LESSONS FROM ANCIENT GEOLOGIC CRISES FOR MODERN MARINE ECOSYSTEM CONSERVATION",2018,MARINE CONSERVATION PALEOBIOLOGY,Review/synthesis,,Revue de littérature
10.1002/rra.4043,INTEGRATING TWO-DIMENSIONAL WATER TEMPERATURE SIMULATIONS INTO A FISH HABITAT MODEL TO IMPROVE HYDRO- AND THERMOPEAKING IMPACT ASSESSMENT,2023,RIVER RESEARCH AND APPLICATIONS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1007/s10666-012-9325-3,SPECIES DISTRIBUTION MODELS OF FRESHWATER STREAM FISHES IN MARYLAND AND THEIR IMPLICATIONS FOR MANAGEMENT,2013,ENVIRONMENTAL MODELING & ASSESSMENT,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3897/natureconservation.53.100631,"DISTRIBUTION, CONSERVATION ASSESSMENT AND MANAGEMENT PERSPECTIVES OF CHILEAN MICRO-SNAILS OF THE FAMILY CHAROPIDAE",2023,NATURE CONSERVATION-BULGARIA,Review/synthesis,,Revue de littérature
10.1139/cjfas-2012-0531,STOCK-RECRUITMENT RELATIONS CONTROLLED BY FEEDING INTERACTIONS ALONE,2013,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsaf024,APPLICATIONS OF SPECIES DISTRIBUTION MODELING AND FUTURE NEEDS TO SUPPORT MARINE RESOURCE MANAGEMENT,2025,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.3389/fmars.2022.919793,DRIVERS OF THE NORTH AEGEAN SEA ECOSYSTEM (EASTERN MEDITERRANEAN) THROUGH TIME: INSIGHTS FROM MULTIDECADAL RETROSPECTIVE ANALYSIS AND FUTURE SIMULATIONS,2022,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1002/etc.3720,A FRAMEWORK FOR PREDICTING IMPACTS ON ECOSYSTEM SERVICES FROM (SUB)ORGANISMAL RESPONSES TO CHEMICALS,2017,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1007/s10329-017-0607-x,COMPARISON OF ENERGY BALANCE BETWEEN TWO DIFFERENT-SIZED GROUPS OF JAPANESE MACAQUES (MACACA FUSCATA YAKUI),2017,PRIMATES,Include,,Modèle marin — inclus par règle du doute
10.3354/meps12996,MODELING THE DYNAMIC HABITATS OF MOBILE PELAGIC PREDATORS (MAKAIRA NIGRICANS AND ISTIOMPAX INDICA) IN THE EASTERN PACIFIC OCEAN,2019,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1111/cobi.13782,ASSESSING THE POPULATION-LEVEL CONSERVATION EFFECTS OF MARINE PROTECTED AREAS,2021,CONSERVATION BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.ocecoaman.2021.105853,BIOECONOMIC IMPACTS OF TWO SIMPLE MODIFICATIONS TO TRAWL NETS IN THE NW MEDITERRANEAN,2021,OCEAN & COASTAL MANAGEMENT,Include,,Modèle marin + gestion explicite
10.1016/j.gecco.2020.e01013,PRIORITISING SEARCH EFFORT TO LOCATE PREVIOUSLY UNKNOWN POPULATIONS OF ENDANGERED MARINE REPTILES,2020,GLOBAL ECOLOGY AND CONSERVATION,Include,,Modèle marin + gestion explicite
10.3389/fmars.2022.988858,FINE-SCALE ENSEMBLE SPECIES DISTRIBUTION MODELING OF EELGRASS (ZOSTERA MARINA) TO INFORM NEARSHORE CONSERVATION PLANNING AND HABITAT MANAGEMENT,2022,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1038/s41893-019-0459-z,ENVIRONMENTAL MARKET DESIGN FOR LARGE-SCALE MARINE CONSERVATION,2020,NATURE SUSTAINABILITY,Include,,Modèle marin + gestion explicite
10.12681/mms.40914,MAPPING AND CONSERVATION OF COLD-WATER CORALS IN THE LACAZE-DUTHIERS CANYON FOR TRANSBOUNDARY MANAGEMENT,2025,MEDITERRANEAN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1007/978-94-017-7435-2_9,AN EXPLORATION OF ECOSYSTEM-BASED APPROACHES FOR THE MANAGEMENT OF RED SEA FISHERIES,2016,RED SEA ECOSYSTEM AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1628/093245613X13620416111245,STAKEHOLDER INFLUENCE AND OPTIMAL REGULATIONS: A COMMON-AGENCY ANALYSIS OF ECOSYSTEM-BASED FISHERIES REGULATIONS,2013,JOURNAL OF INSTITUTIONAL AND THEORETICAL ECONOMICS-ZEITSCHRIFT FUR DIE GESAMTE STAATSWISSENSCHAFT,Include,,Modèle marin + gestion explicite
10.7717/peerj.2330,POPULATION GENETIC STRUCTURE BETWEEN YAP AND PALAU FOR THE CORAL ACROPORA HYACINTHUS,2016,PEERJ,Include,,Modèle marin + gestion explicite
10.1016/j.marpol.2014.01.021,CAN MANAGEMENT EFFORT BE PREDICTED FOR MARINE PROTECTED AREAS? NEW CONSIDERATIONS FOR NETWORK DESIGN,2014,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.3354/meps08679,SIMULATION OF THE COMBINED EFFECTS OF ARTISANAL AND RECREATIONAL FISHERIES ON A MEDITERRANEAN MPA ECOSYSTEM USING A TROPHIC MODEL,2010,MARINE ECOLOGY PROGRESS SERIES,Include,,Modèle marin + gestion explicite
10.1111/oik.07770,"CATASTROPHES, CONNECTIVITY AND ALLEE EFFECTS IN THE DESIGN OF MARINE RESERVE NETWORKS",2021,OIKOS,Include,,Modèle marin + gestion explicite
10.1111/ddi.70005,MULTI-TAXON PREDICTIONS OF DEEP-SEA CORALS AND SPONGES FROM STACKED SPECIES DISTRIBUTION MODELS IN THE UNITED STATES WEST COAST EXCLUSIVE ECONOMIC ZONE AND RELATION TO TRAWL CLOSURE ZONES,2025,DIVERSITY AND DISTRIBUTIONS,Include,,Modèle marin + gestion explicite
10.1186/s13717-025-00614-z,PROGRESS ON THE WORLD'S PRIMATE HOTSPOTS AND COLDSPOTS: MODELING ENSEMBLE SUPER SDMS IN CLOUD-COMPUTERS BASED ON DIGITAL CITIZEN-SCIENCE BIG DATA AND 200+PREDICTORS FOR MORE SUSTAINABLE CONSERVATION PLANNING,2025,ECOLOGICAL PROCESSES,Include,,Modèle marin + gestion explicite
10.3354/meps14454,DIFFERENCES IN FORAGING RANGE BETWEEN WHITE-TAILED TROPICBIRDS BREEDING ON INNER AND OUTER SEYCHELLES ISLANDS,2023,MARINE ECOLOGY PROGRESS SERIES,Exclude,Not a model,Pas de modèle formel identifié
10.1080/1755876X.2020.1843298,ASSESSMENT OF AN OCEAN-ECOSYSTEM MODEL IN SIMULATING THE INDIAN COASTAL MARINE ECOSYSTEM DYNAMICS,2022,JOURNAL OF OPERATIONAL OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1016/j.dsr2.2022.105074,HUMPBACK WHALE (MEGAPTERA NOVAEANGLIAE) DISTRIBUTION AND MOVEMENTS IN THE VICINITY OF SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS MARINE PROTECTED AREA,2022,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,Exclude,Not a model,Pas de modèle formel identifié
10.1016/j.marpolbul.2025.118265,MARINE PROTECTED AREAS MISS KEY HABITATS OF BRYDE'S WHALES AND BOTTLENOSE DOLPHINS EXPOSED TO ANTHROPOGENIC STRESSORS,2025,MARINE POLLUTION BULLETIN,Include,,Modèle marin + gestion explicite
10.1561/101.00000155,FOLLOW THE MEAT: THE ECONOMICS OF SMALL-SCALE WILD MEAT SYSTEMS IN LOW -AND MIDDLE-INCOME COUNTRIES,2023,INTERNATIONAL REVIEW OF ENVIRONMENTAL AND RESOURCE ECONOMICS,Exclude,Not a model,Pas de modèle formel identifié
10.1016/j.ecolecon.2026.108934,OPERATIONALIZING NATURE RECOVERY TO MARKET OUTCOMES,2026,ECOLOGICAL ECONOMICS,Include,,Modèle marin + gestion explicite
10.1093/icesjms/fsae006,"PREDICTING IMPORTANT FISHING GROUNDS FOR THE SMALL-SCALE FISHERY, BASED ON AUTOMATIC IDENTIFICATION SYSTEM RECORDS, CATCHES, AND ENVIRONMENTAL DATA",2024,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.5194/bg-19-4479-2022,OBSERVED AND PROJECTED GLOBAL WARMING PRESSURE ON COASTAL HYPOXIA,2022,BIOGEOSCIENCES,Include,,Modèle marin + gestion explicite
10.3389/fmars.2016.00202,MODELING THE POTENTIAL DISTRIBUTION AND RICHNESS OF CETACEANS IN THE AZORES FROM FISHERIES OBSERVER PROGRAM DATA,2016,FRONTIERS IN MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1016/j.ecolmodel.2024.110842,AN INDIVIDUAL-BASED MODEL FOR EXPLORATION OF POPULATION AND STOCK DYNAMICS IN MARINE FISHES,2024,ECOLOGICAL MODELLING,Include,,Modèle marin + gestion explicite
10.1016/j.pocean.2015.02.006,AN INDIVIDUAL-BASED MODEL OF THE KRILL EUPHAUSIA PACIFICA IN THE CALIFORNIA CURRENT,2015,PROGRESS IN OCEANOGRAPHY,Include,,Modèle marin + gestion explicite
10.1007/978-3-642-05029-9_5,STEADY STATE MODELS OF ECOLOGICAL SYSTEMS: ECOPATH APPROACH TO MASS-BALANCED SYSTEM DESCRIPTIONS,2011,"MODELLING COMPLEX ECOLOGICAL DYNAMICS: AN INTRODUCTION INTO ECOLOGICAL MODELLING FOR STUDENTS, TEACHERS & SCIENTISTS",Include,,Modèle marin + gestion explicite
10.1007/s10811-020-02084-6,PREDICTING DISTRIBUTIONAL SHIFTS OF COMMERCIALLY IMPORTANT SEAWEED SPECIES IN THE SUBANTARCTIC TIP OF SOUTH AMERICA UNDER FUTURE ENVIRONMENTAL CHANGES,2020,JOURNAL OF APPLIED PHYCOLOGY,Include,,Modèle marin + gestion explicite
10.3390/su3112229,VALUING ECOSYSTEM SERVICES WITH FISHERY RENTS: A LUMPED-PARAMETER APPROACH TO HYPOXIA IN THE NEUSE RIVER ESTUARY,2011,SUSTAINABILITY,Include,,Modèle marin + gestion explicite
10.1016/j.jenvman.2023.117314,"THE SOCIAL-ECOLOGICAL SYSTEM OF THE KENAI RIVER FISHERY (ALASKA, USA)",2023,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Review/synthesis,,Revue de littérature
10.1093/icesjms/fsw061,MAKING PROGRESS ON BYCATCH AVOIDANCE IN THE OCEAN SALMON FISHERY USING A TRANSDISCIPLINARY APPROACH,2016,ICES JOURNAL OF MARINE SCIENCE,Include,,Modèle marin + gestion explicite
10.1139/cjfas-2022-0191,ESTIMATING ECONOMIC-BASED TARGET REFERENCE POINTS FOR KEY SPECIES IN MULTI-SPECIES MULTI-METIER FISHERIES,2023,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,Include,,Modèle marin + gestion explicite
10.3897/natureconservation.34.29575,MODELLING ACACIA SALIGNA INVASION ON THE ADRIATIC COASTAL LANDSCAPE:AN INTEGRATIVE APPROACH USING LTER DATA,2019,NATURE CONSERVATION-BULGARIA,Include,,Modèle marin + gestion explicite
10.2166/wp.2021.128,A PRACTICAL TOOL TO SUPPORT ECOSYSTEM-BASED MANAGEMENT IN A RIVER ECOSYSTEM: A CASE STUDY OF THE YELLOW RIVER IN CHINA,2021,WATER POLICY,Include,,Modèle marin + gestion explicite
10.5697/oc.55-1.167,"HABITAT MODELLING LIMITATIONS - PUCK BAY, BALTIC SEA - A CASE STUDY",2013,OCEANOLOGIA,Include,,Modèle marin + gestion explicite
10.1016/j.marpolbul.2025.118030,CHARTING THE INVASION: PREDICTING TUBASTRAEA SPP. NEXT MOVE INTO BRAZILIAN MARINE PROTECTED AREAS,2025,MARINE POLLUTION BULLETIN,Include,,Modèle marin + gestion explicite
10.1371/journal.pstr.0000145,APPLICATIONS OF MARINE MICROBIAL COMMUNITY MODELS IN THE NATURE-BASED ECONOMY,2024,PLOS SUSTAINABILITY AND TRANSFORMATION,Review/synthesis,,Revue de littérature
10.1007/s11160-018-9539-9,ASSESSING FISHING IMPACTS IN A TROPICAL RESERVOIR THROUGH AN ECOSYSTEM MODELING APPROACH,2019,REVIEWS IN FISH BIOLOGY AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.biocon.2011.07.003,FROM COMMON TO RARE: THE CASE OF THE MEDITERRANEAN COMMON DOLPHIN,2011,BIOLOGICAL CONSERVATION,Include,,Modèle marin + gestion explicite
10.1016/j.mbs.2018.02.006,"ASSESSING THREE FISH SPECIES ECOLOGICAL STATUS IN COLORADO RIVER, GRAND CANYON BASED ON PHYSICAL HABITAT AND POPULATION MODELS",2018,MATHEMATICAL BIOSCIENCES,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.1016/j.marpol.2017.12.007,ASSESSING CUMULATIVE SOCIO-ECOLOGICAL IMPACTS OF OFFSHORE WIND FARM DEVELOPMENT IN THE BAY OF SEINE (ENGLISH CHANNEL),2018,MARINE POLICY,Include,,Modèle marin + gestion explicite
10.1111/gcb.13285,MODELLING MARINE COMMUNITY RESPONSES TO CLIMATE-DRIVEN SPECIES REDISTRIBUTION TO GUIDE MONITORING AND ADAPTIVE ECOSYSTEM-BASED MANAGEMENT,2016,GLOBAL CHANGE BIOLOGY,Include,,Modèle marin + gestion explicite
10.1016/j.ecoinf.2011.05.007,ASSESSING THE APPLICABILITY OF FUZZY NEURAL NETWORKS FOR HABITAT PREFERENCE EVALUATION OF JAPANESE MEDAKA (ORYZIAS LATIPES),2011,ECOLOGICAL INFORMATICS,Exclude,Terrestrial/Freshwater,Modèle sans système marin
10.3389/fmars.2019.00641,PROGRESS ON IMPLEMENTING ECOSYSTEM-BASED FISHERIES MANAGEMENT IN THE UNITED STATES THROUGH THE USE OF ECOSYSTEM MODELS AND ANALYSIS,2019,FRONTIERS IN MARINE SCIENCE,Review/synthesis,,Revue de littérature
10.1111/faf.12802,IDENTIFYING PRIORITY AREAS FOR SPATIAL MANAGEMENT OF MIXED FISHERIES USING ENSEMBLE OF MULTI-SPECIES DISTRIBUTION MODELS,2024,FISH AND FISHERIES,Include,,Modèle marin + gestion explicite
10.1016/j.dsr.2024.104303,PREDICTING THE DISTRIBUTION OF MEGABENTHIC COMMUNITIES ON DEEP-WATER SEAMOUNTS WITH COBALT-RICH CRUSTS IN THE MAGELLAN SEAMOUNT CHAIN IN THE NORTHWESTERN PACIFIC OCEAN,2024,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,Include,,Modèle marin + gestion explicite
